bom_code,bom_description,cost_type,process_group,machine_bucket,source_line_type,line_sequence,operation_reference,operation_description,cost_code,cost_description,unit_of_measure,quantity,run_hours,system_quantity_per_run,override_speed,effective_quantity_per_run,supplier_list_price,standard_cost,fallback_last_price,cost_rate,unit_cost,extended_cost,is_informational_row,bom_print_machine,bom_die_cut_machine,bom_fold_glue_machine,bom_other_machine,bom_machine_total,bom_labour,bom_materials,bom_total_unit_cost
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Material,,,0,1,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,0.03,,,,,41.39,0,36.2,,41.39,1.2417,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Material,,,0,2,,,0-FACTORY/101/LAYERCARD,Factory Layercard 101 Testliner 150GSM 1100x930,1000,0.004,,,,,187,0,210,,187,0.748,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Material,,,0,3,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,1e-05,,,,,2440,0,2440,,2440,0.0244,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Material,,,0,4,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.001,,,,,4750,0,4750,,4750,4.75,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Material,,,0,5,,,0-TOPSHEET/101/1500mmx50UMS,Topsheet 101,Tonne,1e-05,,,,,2347,0,1820,,2347,0.02347,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Material,,,2,6,,,BRD001/101/LPB/1000G/BW,BOARD1358x878/1000GSM/BK/TKL.WPE,Tonne,0.596,,,,,794,0,730,,794,473.224,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Material,,,0,7,,,PLASTOMELT9799,PLASTOMELT9799,Tonne,0.003,,,,,2750,0,2518.65105,,2750,8.25,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Labour,Diecutter,,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER OPERATOR,101 Die Cutter Operator,,,1,8,6.671371,6.671371,,,,136.57,136.57,20.47105,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Machine,Diecutter,Die Cut,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER #1,101 Die Cutter #1,,,1,8,6.671371,6.671371,,,,177.99,177.99,26.67967,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Labour,Folder Gluer,,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER OPERATOR,101 Folder Gluer Operator,,,1,10,4.423527,4.423527,,,,135.43,135.43,30.61584,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1000G/1240P,BOX001/101/LPB/1000G/1240P,Machine,Folder Gluer,Fold Glue,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER OMEGA,101 Folder Gluer Omega,,,1,10,4.423527,4.423527,,,,177.99,177.99,40.23712,0,0,26.68,40.24,0,66.92,51.09,488.26,606.27
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Material,,,0,1,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,0.03,,,,,41.39,0,36.2,,41.39,1.2417,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Material,,,0,2,,,0-FACTORY/101/LAYERCARD,Factory Layercard 101 Testliner 150GSM 1100x930,1000,0.004,,,,,187,0,210,,187,0.748,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Material,,,0,3,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,1e-05,,,,,2440,0,2440,,2440,0.0244,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Material,,,0,4,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.001,,,,,4750,0,4750,,4750,4.75,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Material,,,0,5,,,0-TOPSHEET/101/1500mmx50UMS,Topsheet 101,Tonne,1e-05,,,,,2347,0,1820,,2347,0.02347,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Material,,,0,6,,,BRD001/101/LPB/1250G/WW,BOARD876X1360/1250GSM/WKL/TKL.WPE,Tonne,0.73466,,,,,809,0,809,,809,594.33994,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Material,,,0,7,,,PLASTOMELT9799,PLASTOMELT9799,Tonne,0.003,,,,,2750,0,2518.65105,,2750,8.25,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Labour,Diecutter,,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER OPERATOR,101 Die Cutter Operator,,,1,8,6.674644,6.674644,,,,136.57,136.57,20.46102,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Machine,Diecutter,Die Cut,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER #3,101 Die Cutter #3,,,1,8,6.674644,6.674644,,,,177.99,177.99,26.66659,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Labour,Folder Gluer,,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER OPERATOR,101 Folder Gluer Operator,,,1,10,6.354603,6.354603,,,,135.43,135.43,21.31211,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/LPB/1250G/1000P,BOX001/101/LPB/1250G/1000P,Machine,Folder Gluer,Fold Glue,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER DOMINO,101 Folder Gluer Domino,,,1,10,6.354603,6.354603,,,,177.99,177.99,28.00962,0,0,26.67,28.01,0,54.68,41.77,609.38,705.83
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Material,,,0,1,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,0.03,,,,,41.39,0,36.2,,41.39,1.2417,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Material,,,0,2,,,0-FACTORY/101/LAYERCARD,Factory Layercard 101 Testliner 150GSM 1100x930,1000,0.004,,,,,187,0,210,,187,0.748,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Material,,,0,3,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,1e-05,,,,,2440,0,2440,,2440,0.0244,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Material,,,0,4,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.001,,,,,4750,0,4750,,4750,4.75,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Material,,,0,5,,,0-TOPSHEET/101/1500mmx50UMS,Topsheet 101,Tonne,1e-05,,,,,2347,0,1820,,2347,0.02347,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Material,,,0,6,,,BRD001/101/NPB/1050G/BB,BOARD1360X876/1050GSM/TKL/TKL,Tonne,0.59568,,,,,615,0,577,,615,366.3432,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Material,,,0,7,,,PLASTOMELT9799,PLASTOMELT9799,Tonne,0.003,,,,,2750,0,2518.65105,,2750,8.25,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Labour,Diecutter,,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER OPERATOR,101 Die Cutter Operator,,,1,8,6.645214,6.645214,,,,136.57,136.57,20.55163,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Machine,Diecutter,Die Cut,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER #1,101 Die Cutter #1,,,1,8,6.645214,6.645214,,,,177.99,177.99,26.78469,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Labour,Folder Gluer,,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER OPERATOR,101 Folder Gluer Operator,,,1,10,5.751287,5.751287,,,,135.43,135.43,23.54777,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPB/1050G/1000P,BOX001/101/NPB/1050G/1000P,Machine,Folder Gluer,Fold Glue,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER DOMINO,101 Folder Gluer Domino,,,1,10,5.751287,5.751287,,,,177.99,177.99,30.94786,0,0,26.78,30.95,0,57.73,44.1,381.38,483.21
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Material,,,0,1,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,0.03,,,,,41.39,0,36.2,,41.39,1.2417,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Material,,,0,2,,,0-FACTORY/101/LAYERCARD,Factory Layercard 101 Testliner 150GSM 1100x930,1000,0.004,,,,,187,0,210,,187,0.748,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Material,,,0,3,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,1e-05,,,,,2440,0,2440,,2440,0.0244,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Material,,,0,4,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.001,,,,,4750,0,4750,,4750,4.75,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Material,,,0,5,,,0-TOPSHEET/101/1500mmx50UMS,Topsheet 101,Tonne,1e-05,,,,,2347,0,1820,,2347,0.02347,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Material,,,0,6,,,BRD001/101/NPB/1000G/BB,BOARD1360X876/1000GSM/TKL/TKL,Tonne,0.596,,,,,610,0,596,,610,363.56,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Material,,,0,7,,,PLASTOMELT9799,PLASTOMELT9799,Tonne,0.003,,,,,2750,0,2518.65105,,2750,8.25,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Labour,Diecutter,,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER OPERATOR,101 Die Cutter Operator,,,1,8,6.487945,6.487945,,,,136.57,136.57,21.04981,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Machine,Diecutter,Die Cut,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER #1,101 Die Cutter #1,,,1,8,6.487945,6.487945,,,,177.99,177.99,27.43396,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Labour,Folder Gluer,,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER OPERATOR,101 Folder Gluer Operator,,,1,10,6.052393,6.052393,,,,135.43,135.43,22.37627,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPBH/1000G/1000P,BOX001/101/NPBH/1000G/1000P,Machine,Folder Gluer,Fold Glue,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER DOMINO,101 Folder Gluer Domino,,,1,10,6.052393,6.052393,,,,177.99,177.99,29.4082,0,0,27.43,29.41,0,56.84,43.43,378.6,478.87
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Material,,,0,1,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,0.03,,,,,41.39,0,36.2,,41.39,1.2417,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Material,,,0,2,,,0-FACTORY/101/LAYERCARD,Factory Layercard 101 Testliner 150GSM 1100x930,1000,0.004,,,,,187,0,210,,187,0.748,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Material,,,0,3,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,1e-05,,,,,2440,0,2440,,2440,0.0244,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Material,,,0,4,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.001,,,,,4750,0,4750,,4750,4.75,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Material,,,0,5,,,0-TOPSHEET/101/1500mmx50UMS,Topsheet 101,Tonne,1e-05,,,,,2347,0,1820,,2347,0.02347,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Material,,,0,6,,,BRD001/101/NPL/1000G/WB,BOARD885X1380/1000GSM/WT/BT,Tonne,0.61065,,,,,664,0,664,,664,405.4716,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Material,,,0,7,,,PLASTOMELT9799,PLASTOMELT9799,Tonne,0.003,,,,,2750,0,2518.65105,,2750,8.25,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Labour,Diecutter,,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER OPERATOR,101 Die Cutter Operator,,,1,8,6.155371,6.155371,,,,136.57,136.57,22.18713,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Machine,Diecutter,Die Cut,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER #1,101 Die Cutter #1,,,1,8,6.155371,6.155371,,,,177.99,177.99,28.91621,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Labour,Folder Gluer,,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER OPERATOR,101 Folder Gluer Operator,,,1,10,5.438229,5.438229,,,,135.43,135.43,24.90333,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/1000G/1000P,BOX001/101/NPL/1000G/1000P,Machine,Folder Gluer,Fold Glue,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER DOMINO,101 Folder Gluer Domino,,,1,10,5.438229,5.438229,,,,177.99,177.99,32.72941,0,0,28.92,32.73,0,61.65,47.09,420.51,529.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Material,,,0,1,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,0.03,,,,,41.39,0,36.2,,41.39,1.2417,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Material,,,0,2,,,0-FACTORY/101/LAYERCARD,Factory Layercard 101 Testliner 150GSM 1100x930,1000,0.004,,,,,187,0,210,,187,0.748,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Material,,,0,3,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,0.0001,,,,,2440,0,2440,,2440,0.244,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Material,,,0,4,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.001,,,,,4750,0,4750,,4750,4.75,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Material,,,0,5,,,0-TOPSHEET/101/1400mmx50UMS,Topsheet 101,Tonne,0.001,,,,,1945,0,,,1945,1.945,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Material,,,0,6,,,BRD001/103/NPL/1000G/WW,BOARD1410x920/WCC/NW/WK/1000GSM,Tonne,0.6238,,,,,706,0,698,,706,440.4028,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Material,,,0,7,,,PLASTOMELT9799,PLASTOMELT9799,Tonne,0.003,,,,,2750,0,2518.65105,,2750,8.25,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Labour,Printer,,0,10,PRINT,PRINT,101 PRINTER OPERATOR,101 Printer Operator,,,1,6,,6,,,,356.05,356.05,59.34167,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Machine,Printer,Print,0,10,PRINT,PRINT,101 KBA,101 KBA,,,1,6,,6,,,,177.99,177.99,29.665,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Labour,Diecutter,,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER OPERATOR,101 Die Cutter Operator,,,1,8,,8,,,,136.57,136.57,17.07125,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Machine,Diecutter,Die Cut,0,20,DIE CUTTING,DIE CUTTING,101 DIE CUTTER #1,101 Die Cutter #1,,,1,8,,8,,,,177.99,177.99,22.24875,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Labour,Folder Gluer,,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER OPERATOR,101 Folder Gluer Operator,,,1,10,,10,,,,135.43,135.43,13.543,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/01/1000G,PRINTED LID - STD LID RED HEREFORD (ROI) NO POLY 5,Machine,Folder Gluer,Fold Glue,0,30,FOLDER GLUER,FOLDER GLUER,101 FOLDER GLUER DOMINO,101 Folder Gluer Domino,,,1,10,,10,,,,177.99,177.99,17.799,0,29.67,22.25,17.8,0,69.71,89.96,457.58,617.25
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Material,,,0,1,,,PLASTOMELT9799,PLASTOMELT9799,Tonne,0.00187,,,,,2750,0,2518.65105,,2750,5.1425,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Material,,,0,2,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,9e-05,,,,,41.39,0,36.2,,41.39,0.00373,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Material,,,0,3,,,0-FACTORY/101/LAYERCARD,Factory Layercard 101 Testliner 150GSM 1100x930,1000,0.00268,,,,,187,0,210,,187,0.50116,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Material,,,0,4,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,0.00032,,,,,2440,0,2440,,2440,0.7808,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Material,,,0,5,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.00089,,,,,4750,0,4750,,4750,4.2275,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Material,,,0,6,,,0-TOPSHEET/101/1400mmx50UMS,Topsheet 101,Tonne,0.00014,,,,,1945,0,,,1945,0.2723,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Material,,,2,7,,,BRD001/NPL/D9999/01/1000G/WW,PRINTED BOARD FOR LID -STD LID CALEDONIAN CROWN 583x385x156,1000 Sheet,0.5,,,,,,0,,,887.0665,443.53325,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Rolled Child,,,2,7.001,,,BRD001/NPL/D9999/01/1000G/WW,Rolled Up Child Material,1000 Sheet,0.5,,,,,,,,,887.0665,443.53325,1,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Rolled Child,,,2,7.002,,,BRD001/NPL/D9999/01/1000G/WW,Rolled Up Child Labour,1000 Sheet,0.5,,,,,,,,,59.34167,29.67084,1,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Rolled Child,Printer,Print,2,7.003,,,BRD001/NPL/D9999/01/1000G/WW,Rolled Up Child Print Machine,1000 Sheet,0.5,,,,,,,,,29.665,14.8325,1,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Labour,Diecutter,,0,20,DIE CUTTING,DIE CUTTING,102 DIE CUTTER OPERATOR,102 Die Cutter Operator,,,1,8,4.218984,4.218984,,,,136.57,136.57,32.37035,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Machine,Diecutter,Die Cut,0,20,DIE CUTTING,DIE CUTTING,102 DIE CUTTER #2,332 142E,,,1,8,4.218984,4.218984,,,,177.99,177.99,42.18788,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Labour,Folder Gluer,,0,30,FOLDER GLUER,FOLDER GLUER,102 FOLDER GLUER OPERATOR,102 Folder Gluer Operator,,,1,10,4.305242,4.305242,,,,135.43,135.43,31.457,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/02/1000G,PRINTED LID -STD LID CALEDONIAN CROWN SB 583x385x1,Machine,Folder Gluer,Fold Glue,0,30,FOLDER GLUER,FOLDER GLUER,102 FOLDER GLUER #1,552 TRIM1,,,1,10,4.305242,4.305242,,,,177.99,177.99,41.34262,0,14.83,42.19,41.34,0,98.36,93.5,454.46,646.32
BOX001/101/NPL/D9999/03/1000G,PRINTED LID - STD LID PREMIUM BUTCHER 583x385x156,Material,,,0,1,,,0-FACTORY/101/BANDING/01,Factory Banding 101,COIL,0.00012,,,,,41.39,0,36.2,,41.39,0.00497,0,14.83,49.55,42.34,0,106.72,99.9,452.38,659
BOX001/101/NPL/D9999/03/1000G,PRINTED LID - STD LID PREMIUM BUTCHER 583x385x156,Material,,,0,2,,,0-FACTORY/101/STRETCHWRAP,STRETCHWRAP,Tonne,0.00044,,,,,2440,0,2440,,2440,1.0736,0,14.83,49.55,42.34,0,106.72,99.9,452.38,659
BOX001/101/NPL/D9999/03/1000G,PRINTED LID - STD LID PREMIUM BUTCHER 583x385x156,Material,,,0,3,,,0-PALLETS/101/Std1000x1200,Pallet 1000x1200 101,1000,0.00125,,,,,4750,0,4750,,4750,5.9375,0,14.83,49.55,42.34,0,106.72,99.9,452.38,659
BOX001/101/NPL/D9999/03/1000G,PRINTED LID - STD LID PREMIUM BUTCHER 583x385x156,Material,,,0,4,,,0-TOPSHEET/101/1400mmx50UMS,Topsheet 101,Tonne,0.00019,,,,,1945,0,,,1945,0.36955,0,14.83,49.55,42.34,0,106.72,99.9,452.38,659
BOX001/101/NPL/D9999/03/1000G,PRINTED LID - STD LID PREMIUM BUTCHER 583x385x156,Material,,,2,5,,,BRD001/NPL/D9999/02/1000G/WW,PRINTED BOARD FOR LID - PREMIUM BUTCHER 920x1394 1000G,1000 Sheet,0.5,,,,,,0,,,879.6955,439.84775,0,14.83,49.55,42.34,0,106.72,99.9,452.38,659
BOX001/101/NPL/D9999/03/1000G,PRINTED LID - STD LID PREMIUM BUTCHER 583x385x156,Rolled Child,,,2,5.001,,,BRD001/NPL/D9999/02/1000G/WW,Rolled Up Child Material,1000 Sheet,0.5,,,,,,,,,879.6955,439.84775,1,14.83,49.55,42.34,0,106.72,99.9,452.38,659
