item_code,item_name,description,product_group,manufacturing_site,net_mass_kg,allow_sales_order,legacy_code,double_stack,pallet_size,mrp_type,length_mm,width_mm,height_mm,board_gsm,board_width_mm,board_length_mm,bundle_quantity,bundles_per_layer,layers_per_pallet,pallet_height_mm,product_state,number_of_colours,fsc,pallet_quantity,board_code,market_segment,bom_available
BOX078/102/YPB/1000G/1200P,UNPRINTED BASE -FREEZER BASE 30LB 480 x 235 x 160 1000G,UNPRINTED BASE - FREEZER BASE 30LB 480 x 235 x 160 1000GSM 1200 Per Pallet NW/WPE,Glued Base 4PT Poly,103,0.444,1,,N,1000x1200,MTO,480.0,235.0,160.0,1000.0,1130.0,825.0,40.0,10.0,3.0,,FG Box,0.0,Mix 70%,1200.0,4-15071,Meat & Poultry,1
BOX078/102/YPB/950G/1200P,UNPRINTED BASE - FREEZER BASE 30LB 480 x 235 x 160 950G,UNPRINTED BASE - FREEZER BASE 30LB 480 x 235 x 160 950GSM 1200 Per Pallet NW/WPE,Glued Base 4PT Poly,103,0.4218,1,HPK200074 111101588,N,1000x1200,MTO,480.0,235.0,160.0,950.0,1130.0,825.0,,,,,FG Box,0.0,Mix 70%,1200.0,SHT200074/A,Meat & Poultry,1
BOX078/102/YPL/1000G/1200P,UNPRINTED LID -FREEZER LID 30LB 490 x 245 x 160 1000G,UNPRINTED LID - FREEZER LID 30LB 490 x 245 x 160 1000GSM 1200 Per Pallet NW/WPE,Glued Lid 4PT Poly,,0.4577,1,,N,1000x1200,MTO,490.0,245.0,160.0,1000.0,1150.0,835.0,,,,,FG Box,0.0,Mix 70%,1200.0,4-17252 /,Meat & Poultry,1
BOX078/102/YPL/950G/1200P,UNPRINTED LID - FREEZER LID 30LB 490 x 245 x 160 950G,UNPRINTED LID - FREEZER LID 30LB 490 x 245 x 160 950GSM 1200 Per Pallet NW/WPE,Glued Lid 4PT Poly,,0.4348,1,HPK200075 101101590,N,1000x1200,MTO,490.0,245.0,160.0,950.0,1150.0,835.0,,,,,FG Box,0.0,Mix 70%,1200.0,4-17252,Meat & Poultry,1
BOX078/103/YPB/1100G/1000P,UNPRINTED BASE -   CHINESE 10KG RIB BASE 475 x 250 x 179,UNPRINTED BASE -   CHINESE 10KG RIB BASE 475 x 250 x 179 1100GSM 1000 Per Pallet SAPINO PE,Glued Base 4PT Poly,103,0.5571,1,HPK200216,N,1000x1200,BASE,475.0,250.0,179.0,1100.0,1236.0,860.0,,,,,FG Box,0.0,Mix 70%,1000.0,SHT200216/A /,Meat & Poultry,0
BOX078/103/YPL/A9999/01/1100G,PRINTED LID -  CHINESE 10KG RIB LID 485 x 258 x 175 1100GSM,PRINTED LID -  CHINESE 10KG RIB LID 485 x 258 x 175 1100GSM 1000 Per Pallet,Glued Lid 4PT Poly,103,0.5585,1,HPK200217/CBR,N,1000x1200,LID,485.0,258.0,175.0,1100.0,1236.0,860.0,,,,,FG Box,301.0,Mix 70%,1000.0,SHT200217/A /,Meat & Poultry,1
BOX079/102/YPB/1250G/375P,UNPRINTED BASE - DEEP COFFIN BASE *DS 10T 1060x260 375P,UNPRINTED BASE - DEEP COFFIN BASE *DS 10T 1060mm x 260mm x 230mm 1250GSM 375 Per Pallet TKL/WPE,Glued Base 4PT Poly,,1.368,1,,Y,1000x1200,MTO,1060.0,260.0,230.0,1250.0,1550.0,755.0,1.0,1.0,375.0,1155.0,FG Box,0.0,Mix 70%,375.0,4-15967,Meat & Poultry,0
BOX079/102/YPB/1250G/420P,UNPRINTED BASE - 4PB 1070X270X228 1250 COFFIN BASE 230   107,UNPRINTED BASE - 4PB 1070X270X228 1250 COFFIN BASE 230   1070mm x 270mm x 228mm 1250GSM 420 Per Pallet,Glued Base 4PT Poly,,1.3848,1,111105381,Y,1100x1100,BASE,1070.0,270.0,228.0,1250.0,1550.0,755.0,15.0,4.0,7.0,1200.0,FG Box,0.0,Mix 70%,420.0,4-15967 /,Meat & Poultry,0
BOX079/102/YPB/1250G/750P,UNPRINTED BASE - DEEP COFFIN BASE *DS 10T 1060x260 750P,UNPRINTED BASE - DEEP COFFIN BASE *DS 10T 1060mm x 260mm x 230mm 1250GSM 750 Per Pallet,Glued Base 4PT Poly,,1.368,1,225100097,Y,1000x1200,MTS,1060.0,260.0,230.0,1250.0,1550.0,755.0,1.0,1.0,750.0,1155.0,FG Box,0.0,Mix 70%,750.0,4-15967,Meat & Poultry,1
BOX079/102/YPL/1250G/375P,UNPRINTED LID - COFFIN LID LARGE 1070x270x230 1250G 375P,UNPRINTED LID - COFFIN LID LARGE 1070 x 270 x 230 1250GSM 375 Per Pallet TKL/WPE,Glued Lid 4PT Poly,,1.3961,1,,N,1000x1540,MTO,1070.0,270.0,230.0,1250.0,1550.0,755.0,1.0,1.0,375.0,653.0,RM DCB,0.0,Mix 70%,375.0,SHT200054/A,Meat & Poultry,0
BOX079/102/YPL/1250G/500P,UNPRINTED LID - PLN DEEP COFFIN LID *DS 10T 1070mm x 270mm x,UNPRINTED LID - PLN DEEP COFFIN LID *DS 10T 1070mm x 270mm x 230mm 1250GSM 500 Per Pallet,Glued Lid 4PT Poly,,1.3961,1,204100098,Y,1000x1200,MTO,1070.0,270.0,230.0,1250.0,1550.0,755.0,1.0,1.0,750.0,1655.0,FG Box,0.0,Mix 70%,500.0,4-15967 /,Meat & Poultry,0
BOX079/102/YPL/1250G/750P,UNPRINTED LID - COFFIN LID LARGE 1070 x 270 x 230 125GSM 7,UNPRINTED LID - COFFIN LID LARGE 1070 x 270 x 230 1250GSM 750 Per Pallet BT/WPENC,Glued Lid 4PT Poly,103,1.3961,1,259107999,N,1000x1540,MTS,1070.0,270.0,230.0,1250.0,1550.0,755.0,,,,,,0.0,Mix 70%,750.0,SHT200054/A /,Meat & Poultry,1
BOX079/102/YPL/D9999/01/1250G,PRINTED LID - COFFIN LARGE BLACK ANGUS 1070x270x230 1250G,PRINTED LID - COFFIN LARGE BLACK ANGUS 1070 x 270 x 230 1250GSM 750 Per Pallet,Glued Lid 4PT Poly,103,1.3961,1,HPK200054/BA+,N,1000x1540,MTO,1070.0,270.0,230.0,1250.0,1550.0,755.0,,,,,FG Box,900.0,Mix 70%,750.0,SHT200054/A /,Meat & Poultry,0
BOX079/102/YPL/D9999/02/1250G,PRINTED LID - COFFIN LARGE MEADOW MEAT 1070x270x230,PRINTED LID - COFFIN LARGE MEADOW MEAT 1070 x 270 x 230 1250GSM 850 Per Pallet,Glued Lid 4PT Poly,103,1.396,1,HPK200054/MM+/259107997,N,1000x1540,MTO,1070.0,270.0,230.0,125.0,1550.0,755.0,,,,,FG Box,900.0,Mix 70%,850.0,SHT200054/A /,Meat & Poultry,0
BOX079/103/YPB/1250G/500P,UNPRINTED BASE -COFFIN BASE LARGE 1060 x 260 x 230 125G,UNPRINTED BASE -COFFIN BASE LARGE 1060 x 260 x 230 125GSM 500 Per Pallet,Glued Base 4PT Poly,103,1.368,1,HPK200053,N,1000x1540,MTO,1060.0,260.0,230.0,125.0,1550.0,755.0,,,,,FG Box,0.0,Mix 70%,500.0,4-15967 /,Meat & Poultry,0
BOX080/103/YPB/695G/7680P,UNPRINTED BASE - 1/4 STONE BASE 270 x 140 x 50 695GSM 7680,UNPRINTED BASE -   QUARTER STONE BASE 270 x 140 x 50 695GSM 7680 Per Pallet W/BEPC,Glued Base 4PT Poly,103,0.0617,1,HPK200024,N,1000x1200,BASE,270.0,140.0,50.0,695.0,1140.0,993.0,,,,,FG Box,0.0,Mix 70%,7680.0,SHT201762/A /,Meat & Poultry,0
BOX080/103/YPB/700G/4000P,UNPRINTED BASE -   1.5KG OYSTER 4 POINT GLUED BOX 700GSM 250,UNPRINTED BASE -   1.5KG OYSTER 4 POINT GLUED BOX 700GSM 250 x 150 x 49 700GSM 4000 Per Pallet W/BEPC,Glued Base 4PT Poly,103,0.0604,1,HPK201762,N,1000x1200,BASE,250.0,150.0,49.0,700.0,1140.0,993.0,,,,,FG Box,0.0,Mix 70%,4000.0,SHT201762/A /,Meat & Poultry,0
BOX080/103/YPB/800G/4000P,UNPRINTED BASE -   1.5KG OYSTER 4 POINT GLUED BOX 800GSM 250,UNPRINTED BASE -   1.5KG OYSTER 4 POINT GLUED BOX 800GSM 250 x 150 x 49 800GSM 4000 Per Pallet W/BPEC,Glued Base 4PT Poly,103,0.069,1,HPK201751,N,1000x1200,BASE,250.0,150.0,49.0,800.0,1140.0,993.0,,,,,FG Box,0.0,Mix 70%,4000.0,SHT201751/A /,Meat & Poultry,0
BOX080/103/YPL/695G/7680P,UNPRINTED LID - 1/4 STONE LID 274 x 145 x 50 695GSM 7680 P,UNPRINTED LID -   QUARTER STONE LID 274 x 145 x 50 695GSM 7680 Per Pallet W/BEPC,Glued Lid 4PT Poly,103,0.0637,1,HPK200030,N,1000x1200,LID,274.0,145.0,50.0,695.0,1140.0,993.0,,,,,FG Box,0.0,Mix 70%,7680.0,SHT201762/A /,Meat & Poultry,0
BOX082/102/YPB/750G/2400P,**INACTIVE**,**INACTIVE**,Glued Base 4PT Poly,,0.1265,1,,N,800x1200,BASE,355.0,235.0,60.0,750.0,710.0,950.0,40.0,12.0,5.0,1330.0,FG Box,0.0,Mix 70%,2400.0,4-15564 /,Meat & Poultry,0
BOX082/102/YPB/950G/1800P,UNPRINTED BASE - 1/2 STONE GLUED BASE 355mm x 235mm x 60mm 9,UNPRINTED BASE - HALF STONE GLUED BASE (BROWN OUTER) 355mm x 235mm x 60mm 950GSM 1800 Per Pallet,Glued Base 4PT Poly,,0.1602,1,111101082,N,800x1200,MTO,355.0,235.0,60.0,950.0,710.0,950.0,30.0,12.0,5.0,1330.0,FG Box,0.0,Mix 70%,1800.0,4-14893 /,Meat & Poultry,1
BOX082/102/YPL/850G/2160P,UNPRINTED LID - PLAIN 1/2 STONE LARGE LID 384mm x 248mm x 6,UNPRINTED LID - PLAIN HALF STONE LARGE LID 384mm x 248mm x 65mm 850GSM 2160 Per Pallet,Glued Lid 4PT Poly,,0.1652,1,101101284,N,800x1200,MTO,384.0,248.0,65.0,850.0,756.0,1028.0,30.0,12.0,6.0,1643.0,FG Box,0.0,Mix 70%,2160.0,4-08893 /,Meat & Poultry,0
BOX082/102/YPL/J0014/01/750G,PRINTED LID - 1/2 STONE LGE LID 384mm x 248mm x 65mm 750,PRINTED LID - PTD HALF STONE LGE LID 384mm x 248mm x 65mm 750GSM 2160 Per Pallet,Glued Lid 4PT Poly,,0.1457,1,101100543,N,800x1200,LID,384.0,248.0,65.0,750.0,1028.0,756.0,30.0,12.0,6.0,1643.0,FG Box,100.0,Mix 70%,2160.0,4-15602 /,Meat & Poultry,0
BOX082/103/NPB/700G/2850P,UNPRINTED BASE -  NO POLY 4 POINT GLUED BASE B 330 x 230 x 7,UNPRINTED BASE -  NO POLY 4 POINT GLUED BASE B 330 x 230 x 78 700GSM 2850 Per Pallet W/BK,Glud Base 4PT No Pol,103,0.1313,1,HPK201821,N,1000x1200,BASE,330.0,230.0,78.0,700.0,1201.0,1013.0,,,,,FG Box,0.0,Mix 70%,2850.0,SHT201821/A /,Meat & Poultry,0
BOX082/103/YPL/750G/2000P,UNPRINTED LID -   1.5KG PRAWN LID 318 x 235 x 60 750GSM 2000,UNPRINTED LID -   1.5KG PRAWN LID 318 x 235 x 60 750GSM 2000 Per Pallet W/BPEC,Glued Lid 4PT Poly,103,0.1166,1,HPK201942,N,1000x1200,LID,318.0,235.0,60.0,750.0,1085.0,901.0,,,,,FG Box,0.0,Mix 70%,2000.0,SHT201942/A /,Meat & Poultry,0
BOX085/101/NPB/1100G/1000P,UNPRINTED BASE - HEWITT CONNOISEUR SMALL BASE 563x238x158,UNPRINTED BASE - HEWITT CONNOISEUR SMALL BASE 563mm x 238mm x 158mm 1100GSM 1000 Per Pallet TKL/TKL,Glued Base 4PT Poly,,0.5356,1,,N,1200 x 1000 (Standard),MTC,563.0,238.0,158.0,1100.0,1108.0,879.0,20.0,10.0,5.0,1107.0,FG Box,0.0,Mix 70%,1000.0,TBC,Growth Line,1
BOX085/101/NPL/H0063/01/900G,PRINTED LID - HEWITT CONNOISEUR SMALL LID 573x248x158 900G,PRINTED LID - HEWITT CONNOISEUR SMALL LID 573mm x 248mm x 158mm 900GSM 1000 Per Pallet,Glued Lid 4PT No Pol,,0.4512,1,,N,1200 x 1000 (Standard),MTC,573.0,248.0,158.0,900.0,1128.0,904.0,25.0,10.0,4.0,1147.0,FG Box,300.0,Mix 70%,1000.0,TBC,Growth Line,1
BOX085/101/YPL/D9999/02/900G,PRINTED LID - COFFIN STOCKMANS 587x243x166,PRINTED LID - COFFIN LID STOCKMANS 587 x 243 x 166 900GSM 1000 Per Pallet,Glued Lid 4PT Poly,,0.4756,1,BOX085/102/YPL/D9999/02/900G,N,1000x1200,MTO,587.0,243.0,166.0,900.0,1150.0,944.0,25.0,10.0,4.0,,FG Box,901.0,Mix 70%,1000.0,,Meat & Poultry,1
BOX085/101/YPL/D9999/03/900G,PRINTED LID - COFFIN LID PREMIUM BUTCHER 587x243x166,PRINTED LID - COFFIN LID PREMIUM BUTCHER 587 x 243 x 166 900GSM 1000 Per Pallet,Glued Lid 4PT Poly,,0.4756,1,BOX085/102/YPL/D9999/03/900G,N,1000x1200,MTO,587.0,243.0,166.0,900.0,1170.0,944.0,25.0,10.0,4.0,1.036,FG Box,400.0,Mix 70%,1000.0,4-17286 / 4-17286,Meat & Poultry,1
BOX085/102/NPL/R0032/01/900G,PRINTED LID - RPF NARROW LID (REVISED) 590mm x 226mm x 163mm,PRINTED LID - RPF NARROW LID (REVISED) 590mm x 226mm x 163mm 900GSM 1250 Per Pallet,Glued Lid 4PT No Pol,,0.4551,1,101101353,Y,1000x1200,LID,590.0,226.0,163.0,900.0,600.0,914.0,25.0,10.0,5.0,1285.0,FG Box,200.0,Mix 70%,1250.0,4-15562 /,Meat & Poultry,0
BOX085/102/YPB/1100G/1000P,UNPRINTED BASE - CHINESE BEEF 15KG BASE 577x234x166 1100G,UNPRINTED BASE -   CHINESE BEEF 15KG BASE(hp) 577mm x 234mm x 166mm 1100GSM 1000 Per Pallet W/WPEC,Glued Base 4PT Poly,103,0.5659,1,BOX085/103/YPB/1100G/1000P,N,1000x1200,MTO,577.0,234.0,166.0,1100.0,1152.0,934.0,25.0,10.0,4.0,,FG Box,0.0,Mix 70%,1000.0,SHT200325/A /,Meat & Poultry,1
BOX085/102/YPB/1200G/1120P,UNPRINTED BASE - OFFAL BASE 15KG 577 x 234 x 166 1200G,UNPRINTED BASE - OFFAL BASE 15KG 577 x 234 x 166 1200GSM 1120 Per Pallet W/BPEC,Glued Base 4PT Poly,103,0.6174,1,HPK200059,N,1000x1200,BASE,577.0,234.0,166.0,1200.0,1152.0,934.0,,,,,FG Box,0.0,Mix 70%,1120.0,SHT200323/A /,Meat & Poultry,0
BOX085/102/YPL/1200G/1120P,UNPRINTED LID - OFFAL LID 15KG 587 x 243 x 166 1200G,UNPRINTED LID - OFFAL LID 15KG 587 x 243 x 166 1200GSM 1120 Per Pallet W/BPEC,Glued Lid 4PT Poly,103,0.6341,1,HPK200060,N,1000x1200,LID,587.0,243.0,166.0,1200.0,1152.0,934.0,,,,,FG Box,0.0,Mix 70%,1120.0,SHT200323/A /,Meat & Poultry,0
BOX085/102/YPL/A0049/01/1250G,PRINTED LID - SCOTCH PRIME 15KG LID 590mm x 252mm x 166mm 12,PRINTED LID - SCOTCH PRIME 15KG LID 590mm x 252mm x 166mm 1250GSM 1200 Per Pallet,Glued Lid 4PT Poly,,0.6731,1,101100747 OLD,N,1000x1200,MTO,590.0,252.0,166.0,1250.0,1168.0,947.0,20.0,10.0,6.0,1667.0,FG Box,500.0,Mix 70%,1200.0,4-15599 /,Meat & Poultry,0
BOX085/102/YPL/A0049/02/1250G,PRINTED LID - SCOTCH PRIME 15KG LID 590mm x 252mm x 166mm,PRINTED LID - SCOTCH PRIME 15KG LID 590mm x 252mm x 166mm 1250GSM 1200 Per Pallet,Glued Lid 4PT Poly,,0.673,1,101100747,N,1000x1200,MTC,590.0,252.0,166.0,1250.0,1168.0,947.0,20.0,10.0,6.0,1667.0,FG Box,500.0,Mix 70%,1200.0,4-15599 /,Meat & Poultry,0
BOX085/102/YPL/A0054/01/1200G,PRINTED LID - BRITISH NATURAL 15KG LID SHBX0340 587mm x 243m,PRINTED LID - BRITISH NATURAL 15KG LID SHBX0340 587mm x 243mm x 166mm 1200GSM 900 Per Pallet,Glued Lid 4PT Poly,,0.6341,1,101101261,N,1000x1200,LID,587.0,243.0,166.0,1200.0,0.0,0.0,15.0,12.0,5.0,1370.0,FG Box,600.0,Mix 70%,900.0,n/a /,Meat & Poultry,0
BOX085/102/YPL/A9999/01/1100G,PRINTED LID -  ABP CHINESE BEEF 15KG LID (HP)  587x243x162,PRINTED LID -  ABP CHINESE BEEF 15KG LID (HP)  587mm x 243mm x 162mm 1100GSM 1000 Per Pallet W/BPEC,Glued Lid 4PT Poly,103,0.5682,1,BOX085/103/YPL/A9999/01/1100G,N,1000x1200,LID,587.0,243.0,162.0,1100.0,1152.0,934.0,25.0,10.0,4.0,,FG Box,901.0,Mix 70%,1000.0,SHT200323/A /,Meat & Poultry,0
BOX085/102/YPL/D9999/02/900G,PRINTED LID -COFFIN LID STOCKMANS 587 x 243 x 166 900G,PRINTED LID -COFFIN LID STOCKMANS 587 x 243 x 166 900GSM 1000 Per Pallet,Glued Lid 4PT Poly,,0.4756,1,HPK200127/STO,N,1000x1200,MTO,587.0,243.0,166.0,900.0,1170.0,944.0,,,,,FG Box,901.0,Mix 70%,1200.0,SHT200127/A /,Meat & Poultry,1
BOX085/102/YPL/D9999/03/900G,PRINTED LID - ***OBSOLETE PRINT***COFFIN LID PREMIUM BUTCHER,PRINTED LID -  ***OBSOLETE PRINT*** COFFIN LID PREMIUM BUTCHER 587 x 243 x 166 900GSM 1000 Per Pallet,Glued Lid 4PT Poly,103,0.4756,1,101101615 / HPK200127/PB,N,1000x1200,MTO,587.0,243.0,166.0,900.0,1170.0,944.0,,,,,FG Box,400.0,Mix 70%,1000.0,SHT200127/A /,Meat & Poultry,1
BOX085/102/YPL/W0032/01/1000G,"PRINTED BOARD - WEDDEL SWIFT COFFIN DKS 59X23X16,5 OFF","PRINTED BOARD - WEDDEL SWIFT COFFIN DKS 59X23X16,5 OFF 590mm x 226mm x 163mm 1000GSM 1250 Per Pallet",Glued Lid 4PT Poly,,0.5056,1,101107388,N,1000x1200,LID,590.0,226.0,163.0,1000.0,600.0,914.0,25.0,10.0,5.0,1280.0,FG Box,500.0,Mix 70%,1250.0,4-15695 /,Meat & Poultry,0
BOX085/103/YPB/1100G/1000P,UNPRINTED BASE -   CHINESE BEEF 15KG BASE 577x234x16 1000P,UNPRINTED BASE -   CHINESE BEEF 15KG BASE(hp) 577 x 234 x 166 1100GSM 1000 Per Pallet W/WPEC,Glued Base 4PT Poly,103,0.5659,1,HPK200325,N,1000x1200,MTO,577.0,234.0,166.0,1100.0,1152.0,934.0,25.0,10.0,4.0,,FG Box,0.0,Mix 70%,1000.0,SHT200325/A /,Meat & Poultry,1
BOX085/103/YPB/1100G/840P,UNPRINTED BASE -   15KG CHINESE BASE  DOUBLE PE 577 x 234 x,UNPRINTED BASE -   15KG CHINESE BASE  DOUBLE PE 577 x 234 x 166 1100GSM 840 Per Pallet W/WPEC,Glued Base 4PT Poly,103,0.5659,1,HPK201527,N,1000x1200,BASE,577.0,234.0,166.0,1100.0,1152.0,934.0,,,,,FG Box,0.0,Mix 70%,840.0,SHT200325/A /,Meat & Poultry,0
BOX085/103/YPL/A9999/01/1100G,PRINTED LID -  ABP CHINESE BEEF 15KG LID (HP)  587 x 243 x 1,PRINTED LID -  ABP CHINESE BEEF 15KG LID (HP)  587 x 243 x 162 1100GSM 1000 Per Pallet W/BPEC,Glued Lid 4PT Poly,103,0.5682,1,HPK200323/CB15L,N,1000x1200,MTC,587.0,243.0,162.0,1100.0,1152.0,934.0,25.0,10.0,4.0,,FG Box,901.0,Mix 70%,1000.0,SHT200323/A /,Meat & Poultry,1
BOX085/103/YPL/D9999/01/900G,PRINTED LID - **OBSOLETE PRINT** COFFIN LID PREMIUM BUTCHER,PRINTED LID - ***OBSOLETE PRINT*** COFFIN LID PREMIUM BUTCHER 587 x 243 x 166 900GSM 900 Per Pallet,Glued Lid 4PT Poly,103,0.4756,1,HPK200127/PB,N,1000x1200,MTO,587.0,243.0,166.0,900.0,1170.0,944.0,,,,,FG Box,901.0,Mix 70%,900.0,SHT200127/A /,Meat & Poultry,1
BOX085/103/YPL/D9999/02/900G,**OBSOLETE PRINT**,PRINTED LID - **OBSOLETE PRINT** COFFIN LID STOCKMANS 587 x 243 x 166 900GSM 1200 Per Pallet,Glued Lid 4PT Poly,103,0.4756,1,HPK200127/STO,,1000x1200,MTO,587.0,243.0,166.0,900.0,,,,,,,,901.0,Mix 70%,1200.0,BRD085/103/YPL/900G/WW /,Meat & Poultry,0
BOX085/YPL/D9999/05/900G,PRINTED LID - DAWN MEATS WAGYU COFFIN LID 587x243x166 900GSM,PRINTED LID - DAWN MEATS WAGYU COFFIN LID 587x243x166 900GSM 1000 Per Pallet,Glued Lid 4PT Poly,,0.4756,1,,N,1000x1200,MTO,587.0,243.0,166.0,900.0,1170.0,944.0,25.0,10.0,4.0,1036.0,FG Box,,Mix 70%,1000.0,4-17286 / 4-17286,Meat & Poultry,1
BOX086/102/NPB/1150G/1000P,UNPRINTED BASE - SINGLE HEN BOX BASE 440mm x 300mm x 215mm 1,UNPRINTED BASE - SINGLE HEN BOX BASE 440mm x 300mm x 215mm 1150GSM 1000 Per Pallet,Glud Base 4PT No Pol,,0.7304,1,111100265,N,800x1200,MTO,440.0,300.0,215.0,1150.0,730.0,870.0,20.0,10.0,5.0,1655.0,FG Box,0.0,Mix 70%,1000.0,4-13295 /,Meat & Poultry,1
BOX086/102/NPB/1150G/800P,UNPRINTED BASE - SINGLE HEN BOX BASE 440mm x 300mm x 215mm,UNPRINTED BASE - SINGLE HEN BOX BASE 440mm x 300mm x 215mm 1150GSM 800 Per Pallet,Glud Base 4PT No Pol,,0.7304,1,BOX086/102/NPB/1150G/1000P,N,800x1200,BASE,440.0,300.0,215.0,1150.0,730.0,870.0,20.0,10.0,4.0,1355.0,FG Box,0.0,Mix 70%,800.0,4-13295,Meat & Poultry,0
BOX086/102/NPL/800G/1000P,UNPRINTED LID - SINGLE HEN BOX LID 450mm x 310mm x 215mm 800,UNPRINTED LID - SINGLE HEN BOX LID 450mm x 310mm x 215mm 800GSM 1000 Per Pallet,Glued Lid 4PT No Pol,,0.521,1,101100266,N,800x1200,MTO,450.0,310.0,215.0,800.0,740.0,880.0,25.0,10.0,4.0,1395.0,FG Box,0.0,Mix 70%,1000.0,4-13294 /,Meat & Poultry,1
BOX086/102/NPL/800G/800P,UNPRINTED LID - SINGLE HEN BOX LID 450mm x 310mm x 215mm 800,UNPRINTED LID - SINGLE HEN BOX LID 450mm x 310mm x 215mm 800GSM 800 Per Pallet,Glued Lid 4PT No Pol,,0.521,1,BOX086/102/NPL/800G/1000P,N,800x1200,LID,450.0,310.0,215.0,800.0,740.0,880.0,20.0,10.0,4.0,1395.0,FG Box,0.0,Mix 70%,800.0,4-13294,Meat & Poultry,0
BOX087/103/YPL/A0064/01/950G,PRINTED LID -  ABP YETMINSTER  212 x 192 x 185 950GSM 1000 P,PRINTED LID -  ABP YETMINSTER  212 x 192 x 185 950GSM 1000 Per Pallet NW/WPE,Glued Lid 4PT Poly,103,0.3107,1,HPK200165/LAMB,N,1000x1200,LID,212.0,192.0,185.0,950.0,1130.0,721.0,,,,,FG Box,901.0,Mix 70%,1000.0,SHT200165/A /,Meat & Poultry,0
BOX088/102/LPB/J0014/01/900G,UNPRINTED BASE - 10KG LEAKPROOF BASE 2021 500mm x 320mm x 65,UNPRINTED BASE - 10KG LEAKPROOF BASE 2021 500mm x 320mm x 65mm 900GSM 2100 Per Pallet,Leakproof Base,,0.2552,1,118101461,N,1000x1200,BASE,500.0,320.0,65.0,900.0,630.0,900.0,42.0,10.0,5.0,1755.0,FG Box,0.0,Mix 70%,2100.0,4-14423 /,Meat & Poultry,0
BOX088/102/YPB/850G/1800P,UNPRINTED BASE - 10KG MACKEREL BASE (LL) 2021 500mm x 320mm,UNPRINTED BASE - 10KG MACKEREL BASE (LL) 2021 500mm x 320mm x 65mm 850GSM 1800 Per Pallet,Glued Base 4PT Poly,,0.241,1,111101463,N,1000x1200,BASE,500.0,320.0,65.0,850.0,900.0,630.0,36.0,10.0,5.0,1755.0,FG Box,0.0,Mix 70%,1800.0,4-11244 /,Meat & Poultry,0
BOX088/102/YPL/850G/1800P,UNPRINTED LID - 10KG MACKEREL LID 2021 505mm x 328mm x 65mm,UNPRINTED LID - 10KG MACKEREL LID 2021 505mm x 328mm x 65mm 850GSM 1800 Per Pallet,Glued Lid 4PT Poly,,0.2472,1,101101462,N,1000x1200,LID,505.0,328.0,65.0,850.0,635.0,916.0,36.0,10.0,5.0,1795.0,FG Box,0.0,Mix 70%,1800.0,4-08672 /,Meat & Poultry,0
BOX088/102/YPL/G0139/02/850G,PRINTED LID - 10KG PTD LID 505mm x 328mm x 65mm 850GSM 1400,PRINTED LID - 10KG PTD LID 505mm x 328mm x 65mm 850GSM 1400 Per Pallet,Glued Lid 4PT Poly,,0.2472,1,101101402,N,800x1200,LID,505.0,328.0,65.0,850.0,635.0,916.0,28.0,10.0,5.0,1795.0,FG Box,300.0,Mix 70%,1400.0,4-08672 /,Meat & Poultry,0
BOX088/103/NPL/E0121/01/800G,PRINTED LID -  Euro Foods NO POLY 500 x 335 x 80 800GSM 1260,PRINTED LID -  Euro Foods NO POLY 500 x 335 x 80 800GSM 1260 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.2614,1,HPK201683/GC,N,1000x1200,LID,500.0,335.0,80.0,800.0,685.0,1010.0,,,,,FG Box,201.0,Mix 70%,1260.0,SHT201683/A /,Meat & Poultry,0
BOX088/103/NPL/E0121/02/800G,PRINTED LID -  Euro Foods NO POLY 500 x 335 x 80 800GSM 1260,PRINTED LID -  Euro Foods NO POLY 500 x 335 x 80 800GSM 1260 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.2614,1,HPK201683/MAS,N,1000x1200,LID,500.0,335.0,80.0,800.0,685.0,1010.0,,,,,FG Box,901.0,Mix 70%,1260.0,SHT201683/A /,Meat & Poultry,1
BOX088/103/NPL/E0121/03/800G,PRINTED LID -  Euro Foods Murghee Master Lid 500 x 335 x 80,PRINTED LID -  Euro Foods Murghee Master Lid 500 x 335 x 80 800GSM 1260 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.2614,1,HPK201683/MM,N,1000x1200,LID,500.0,335.0,80.0,800.0,685.0,1010.0,,,,,FG Box,901.0,Mix 70%,1260.0,SHT201683/A /,Meat & Poultry,0
BOX088/103/NPL/E0121/04/800G,PRINTED LID -  Euro Foods NO POLY 500 x 335 x 80 800GSM 1260,PRINTED LID -  Euro Foods NO POLY 500 x 335 x 80 800GSM 1260 Per Pallet NW/WK,Glued Lid 4PT No Pol,103,0.2614,1,HPK201683/PRECB,N,1000x1200,LID,500.0,335.0,80.0,800.0,685.0,1010.0,,,,,FG Box,901.0,Mix 70%,1260.0,SHT201683/A /,Meat & Poultry,0
